origin,destination
"50.39018189999995, -3.501940499999995","50.4619319000003, -3.487982699999996"
"53.79646199999996, -1.4669605000000001","53.89773520000026, -1.606994200000002"
"51.486781199999996, -0.01843949999999833","51.54131469999998, 0.2147232999999977"
"51.38975400000013, -2.475741799999994","51.48671489999995, -2.61056410000001"
"55.9162119000001, -3.2601590000000025","55.97890860000002, -3.2849626000000054"
"51.33573349999998, -0.1568896000000155","51.376411799999964, -0.40921799999999287"
"53.47250420000056, -2.2569130000000097","53.561706600000136, -2.2048513"
"50.85560779999978, 0.5757544000000017","51.39760130000004, 0.7160834000000079"
"53.093625299999715, -1.2765130000000091","53.17796150000005, -1.1846677999999997"
"53.01649170000009, -1.5573326000000007","53.00674660000003, -1.368473399999998"
"50.80706169999994, -0.5098315000000078","50.80813899999955, -0.3806966999999847"
"53.37162910000004, -3.0050650999999973","53.455600399999994, -2.878437099999996"
"52.61456689999993, -2.1923791000000135","52.8197974000002, -2.124781599999985"
"51.34111720000015, -1.6337600999999982","51.02345210000023, -1.7586906999999896"
"51.056245500000124, -0.42996550000000316","50.80813899999955, -0.3806966999999847"
"54.226380300000024, -3.0524914000000067","54.454271499999976, -3.0165131999999972"
"52.49697720000001, -4.051966299999998","52.26846790000006, -4.159751099999996"
"58.347924400000096, -6.5415251000000065","58.49890750000035, -6.228147799999996"
"54.87615919999997, -1.3968549999999935","54.87398020000031, -1.7592381999999924"
"52.18719109999986, -2.2892681000000077","52.04259899999989, -2.684949899999997"
"52.97700790000008, -1.6424580000000015","52.67703790000012, -1.5763918999999909"
"56.796437699999764, -2.326375699999996","56.681685299999934, -2.449486700000014"
"51.21747240000003, 1.332890099999996","51.369699400000016, 1.4477223000000112"
"58.24424909999994, -6.366754200000002","58.13482790000005, -6.397151600000006"
"51.1419922000001, -1.811791799999998","51.33815820000021, -1.5966897000000146"
"51.20174519999996, -1.7323202999999985","50.962140999999896, -1.8029597000000082"
"51.271989000000026, 0.3847874999999999","51.12981149999997, 0.17191329999999616"
"56.50256769999984, -3.010061000000005","56.53767690000008, -3.2561775000000006"
"50.92102300000014, 0.6483681000000008","51.06408399999999, 1.0752517000000001"
"51.386096699999925, -0.22240120000000033","51.18627240000019, -0.33273020000000264"
"52.02564109999998, -2.7990861000000087","52.27533749999974, -2.69376339999999"
"50.89235270000006, -3.6710890000000003","50.7243159000001, -3.5449636000000058"
"54.992457199999855, -1.4162865999999876","55.141664199999994, -1.6319169999999974"
"51.176815299999916, -2.4297043","51.15750309999984, -2.912073500000003"
"50.846934100000006, -0.7220597000000005","50.82012919999963, -0.3264418999999951"
"58.33719790000063, -6.657880200000008","58.45759410000005, -6.337477199999992"
"53.81191610000004, -0.6040624999999875","53.73646580000009, -0.1889711000000023"
"50.42383150000021, -4.085917999999993","50.36298920000009, -4.340506399999996"
"53.14574959999977, -3.149589399999995","53.37162910000004, -3.0050650999999973"
"51.037772700000005, -0.5043502000000011","50.80629500000004, -0.40196740000000264"
"50.39018189999995, -3.501940499999995","50.437666200000066, -3.7928260999999996"
"53.39072840000008, -1.225606000000015","53.385783800000254, -0.7622509999999989"
"52.06847759999977, -2.720236099999999","51.869538199999916, -2.407451899999993"
"54.28453060000027, -0.43336369999999064","54.28838039999995, -0.8653331000000053"
"56.4728768000001, -2.848507700000007","56.399225399999914, -3.2766355999999983"
"52.25072840000019, -2.6960883000000035","51.90533519999988, -2.7040079999999995"
"51.861707099999975, -2.2998985999999992","51.62847860000008, -2.666216099999999"
"50.077012199999984, -5.2234787","50.184134100000726, -5.593753699999999"
"53.95659040000003, -1.4779829000000013","53.748425499999755, -1.825884700000008"
"51.4111464, -2.4737776999999994","51.18249509999999, -2.506474900000004"
"53.799085500000004, -2.324535800000003","53.683128300000114, -1.9126752999999985"
"51.29723999999979, 0.3513126000000023","51.09691430000013, 0.5705953999999996"
"51.00293770000011, -0.35950289999999485","50.9939602000002, 0.07461199999999728"
"58.18029320000005, -6.462701199999999","58.206156600000014, -6.191739999999996"
"50.611705500000014, -3.5930209999999954","50.82412209999994, -3.642714199999993"
"52.51650220000103, 0.7126528000000393","52.30252610000015, 0.47919969999999035"
"53.64387960000032, -1.960493599999997","53.57005120000002, -2.3583011"
"51.23571849999967, 0.9288449999999998","51.3717519, 1.1154650000000101"
"55.940666300000025, -4.406312699999999","55.94932729999997, -4.774698500000006"
"58.13167660000005, -6.417617199999996","58.21454010000059, -6.319573099999993"
"51.41072690000021, 0.3746818000000063","51.57770370000015, -0.0010819000000001776"
"52.88196800000001, -1.65558550000001","52.677787299999935, -1.2704768000000022"
"54.821697499999985, -1.6883234000000078","54.99665490000003, -1.495271099999981"
"53.27833500000006, -1.669704999999998","53.05673000000011, -1.4354652999999982"
"53.90635609999992, -1.723054700000005","53.859344500000056, -2.122167699999994"
"50.7287130000001, -1.797560099999997","50.74696089999994, -2.1231939000000075"
"53.09465749999987, -2.0806170000000117","52.78516600000008, -1.9761559999999976"
"51.20319269999999, 0.666199700000003","51.05961679999987, 0.44754260000000295"
"51.14100080000016, 0.2850682000000045","50.92388349999988, 0.1298405999999992"
"53.2469897, -1.8684816000000009","52.984074500000034, -2.175233199999999"
"50.75802989999994, -1.9034879000000104","50.91758909999995, -2.2814560999999975"
"51.27808639999991, 0.5708332000000025","51.04049470000022, 0.45189890000000854"
"50.21427830000029, -5.493836599999991","50.08473440000007, -5.6887582"
"58.348578000000664, -6.6506469000000115","58.42765839999999, -6.439980899999996"
"51.3894653000001, -0.2590749999999999","51.1637514, -0.3001657000000029"
"51.01867110000026, -1.6460016000000004","51.27434460000023, -1.6795757999999843"
"51.29964700000002, -1.712516600000001","51.00285060000019, -1.7579466000000032"
"51.19455529999999, 0.518148099999987","51.2860866, 0.20237909999999973"
"52.41781419999998, -0.8231669000000122","52.6666017, -1.0818253000000035"
"52.55635789999982, -1.9350883999999986","52.79457560000009, -1.670307100000006"
"56.02332890000014, -4.365515099999995","55.98300199999992, -4.0699538999999945"
"54.85441180000014, -1.8411894999999947","54.6871161999998, -1.6730352999999973"
"50.73666149999997, -1.9423391000000023","50.94201220000009, -1.546495800000001"
"52.53043259999994, -1.4837699000000024","52.689255899999864, -1.8393127000000074"
"52.45205499999998, -2.1400466000000025","52.63437000000011, -2.5315090999999974"
"50.94827589999999, -1.9862104000000038","51.229531600000236, -1.6581343000000073"
"54.285718799999884, -0.3852507999999937","54.24262629999994, -0.8032733000000011"
"52.59726100000012, -1.4375567999999976","52.87809269999968, -1.542075900000012"
"53.37017370000011, -2.0784996000000038","53.247104299999855, -1.5978589999999944"
"51.587433299999844, -0.1479984000000087","51.70245670000003, -0.46285660000001605"
"51.18957260000036, -1.8043980000000033","51.41130389999996, -1.6578508000000098"
"51.13102389999998, -0.15614590000000017","50.97186459999991, 0.06862840000000735"
"53.20326000000006, -2.8730273999999976","53.1314335, -2.458368000000008"
"52.39050749999993, -2.262553899999986","52.20917790000013, -1.9101837999999958"
"50.966089800000056, -2.7884139999999924","50.97326969999992, -2.4597605000000122"
"53.70691990000003, -1.9102710000000007","53.821535999999874, -2.2855287999999785"
"50.856515800000054, 0.5992602999999963","51.07222670000007, 0.5653038000000001"
"52.52892000000016, -3.9730842000000086","52.30619980000034, -4.003888699999994"
"52.078763099999996, -3.4683633999999923","52.30599620000032, -3.3294613000000064"
"51.30868090000003, -1.6367634999999976","51.05243469999995, -1.824331400000004"
"53.02648840000017, -2.1312082999999955","53.24183609999984, -1.8301014000000009"
"52.99768829999999, -1.2160444999999873","53.18150709999994, -1.6078987999999972"
"51.471085599999824, -2.722374399999998","51.705859399999945, -2.545350900000005"
"50.97712010000028, 0.8433743999999926","51.117232999999985, 1.127906899999992"
"52.09882220000003, -2.9804353999999997","52.08289130000026, -2.5311258000000016"
"54.53951419999999, -3.5186644000000014","54.74896090000001, -3.3754031000000126"
"53.18610440000021, -1.6449311999999878","53.00237060000012, -1.2923970000000056"
"51.166806100000294, 0.5478146000000043","50.98190399999996, 0.583019500000002"
"55.83006210000005, -3.9652074000000073","55.9639284999999, -3.828089000000006"
"53.15479699999996, -1.9197804000000043","52.91374349999958, -2.1475793000000065"
"50.63188939999982, -4.097354899999997","50.38048620000003, -4.122083599999992"
"58.13063330000001, -6.505795700000008","58.19703510000021, -6.227861399999995"
"52.7398187999999, -1.5631033000000145","52.96455530000017, -1.8335018000000094"
"51.086094800000375, -1.564017900000003","50.989383500000265, -1.9075991000000057"
"53.50681559999998, -2.9482904999999993","53.72829590000019, -2.7247946999999817"
"56.52036360000009, -3.2162576999999906","56.41408810000041, -2.984030400000006"
"53.494594799999994, -1.0525855999999996","53.7468047000003, -1.1191147000000001"
"53.49944700000009, -1.1294147000000136","53.77031050000011, -1.0419352000000175"
"51.02376869999998, -2.192794399999991","50.80755039999994, -1.9689419999999922"
"50.824718499999975, -1.8539179999999988","51.075159300000166, -1.821188300000001"
"55.91349579999987, -4.3684349999999945","55.730364100000166, -4.348424500000001"
"52.119153299999944, 0.7816308000000005","52.31264839999997, 0.6338498999999937"
"50.987943499999744, 0.18209390000000353","50.96591439999985, -0.15232890000000288"
"58.337026600000094, -6.620035599999998","58.447292850000395, -6.3588780000000025"
"51.90268959999984, -2.629740100000022","52.18198865000004, -2.7045786999999955"
"50.09814150000003, -5.2586104000000065","50.2165765000003, -5.4758540000000036"
"52.99677609999987, -1.9830039999999987","53.26199549999989, -2.211473399999997"
"58.237046100000136, -6.189000200000027","58.21949199999945, -6.441293399999995"
"55.895712300000135, -4.493400300000006","55.93563250000017, -4.880653299999997"
"51.37848739999996, -0.113835699999993","51.15100070000015, -0.15491740000001425"
"51.2948438, -1.7502594000000014","51.18054480000017, -1.2896374999999933"
"57.502822300000005, -1.7715883000000003","57.5192306, -2.087406500000001"
"51.048250900000085, 0.2656241000000027","50.986256900000214, -0.111418999999992"
"50.12396769999945, -5.435814400000002","50.005534200000604, -5.1636170999999855"
"52.12152639999986, 0.7435076999999983","51.90425959999998, 0.512685100000003"
"51.209264000000026, -2.9786546000000005","51.11953929999992, -2.655672000000003"
"53.56604350000002, -1.4667976000000118","53.47455580000002, -1.9865270000000081"
"50.65669800000004, -4.090272599999983","50.50436170000012, -4.326372599999998"
"52.07559600000003, -2.305679000000011","51.87805650000003, -2.5957150999999974"
"54.3275626999999, -0.4240222999999998","54.08322930000173, -0.19777460000000702"
"52.0241530999999, 0.7952133999999993","52.262284900000054, 0.6986481999999951"
"55.85751970000033, -2.9425236999999997","55.980285800000104, -3.210221300000008"
"53.42218560000002, -1.3751867999999936","53.62646520000004, -1.7281796000000005"
"53.250634899999895, -2.0196988000000005","53.34337520000001, -2.4303394000000034"
"58.269555299999865, -6.797086999999978","58.4037580000001, -6.484502899999992"
"54.522818699999874, -3.5224299999999924","54.76676770000112, -3.432311699999977"
"53.66255359999995, -2.9992079000000027","53.76898610000112, -2.640095199999999"
"53.600157999999986, -1.2666483000000095","53.55693540000018, -1.7015255999999963"
"50.16387999999996, -5.289142800000006","50.213969700000284, -5.497968899999997"
"55.47733780000012, -4.366032600000001","55.47120840000023, -4.64107560000001"
"52.83961270000049, -2.042836099999992","53.16381159999985, -2.1106019999999925"
"56.2118779000003, -2.729822499999995","56.17140620000007, -3.0286855000000172"
"50.333987400000055, -4.090338400000003","50.456235400000075, -4.257844899999999"
"53.207697999999944, -2.412240599999999","53.225188399999666, -2.8319025000000098"
"53.71774720000011, -0.2318968000000021","53.895451199999904, -0.5084062999999883"
"50.84865909999998, -3.7479637999999946","50.655979700000124, -3.5511912000000074"
"53.23503659999997, -2.1346619000000064","53.232306100000095, -2.5624266000000047"
"51.11734000000002, 0.6105841000000015","50.85321220000001, 0.5717593999999919"
"54.238308799999864, -0.34391789999999756","54.25695420000006, -0.7960403999999848"
"55.93661310000016, -4.5285361","55.93442239999996, -4.241854299999998"
"51.09388519999993, 1.1598656999999888","50.965794299999985, 0.8803943000000044"
"53.48604659999998, -2.9898762999999975","53.708871500000164, -2.8051608000000003"
"53.797646800000116, -2.553112299999999","53.728736500000025, -1.4826742000000008"
"51.45342370000005, 0.5072115999999954","50.88702130000002, 0.5514359999999965"
"51.635101399999975, -0.0010258000000007402","51.42801050000018, -0.1975702000000038"
"51.6117813999999, -0.33490700000000384","51.42445430000004, -0.1512532999999991"
"51.567789800000206, -0.26421419999998647","51.351122800000105, -0.22641349999999064"
"51.65681579999998, -0.2802927000000004","51.46825380000007, -0.08178869999999686"
"51.38032830000034, -0.2068866000000074","51.64263030000005, -0.20439520000001432"
"51.35948509999984, -0.05539950000001579","51.55537250000006, -0.2370998000000156"
"51.564675199999925, 0.030616200000002605","51.58603700000009, -0.37113250000000164"
"51.38241329999999, -0.22195820000000255","51.60987480000019, -0.3059151999999863"
"51.40224029999987, -0.24926569999998996","51.609269100000056, -0.022971000000003627"
"51.5911399000001, -0.04237980000000251","51.376991800000106, -0.30049130000000496"
