origin,destination
"41.42530800000004, -6.396110000000005","41.645561000000086, -6.350652500000022"
"37.20402180000002, -7.589292800000018","37.049337599999866, -7.768235199999984"
"39.41207600000023, -8.987540900000003","39.97626009999984, -8.634967000000007"
"39.84752700000022, -8.707104999999952","39.36833810000011, -9.025753599999952"
"38.5553524999999, -9.09495360000002","38.86550229999996, -9.447182600000001"
"41.89457090000001, -8.810740099999991","41.660040200000125, -8.668631400000017"
"39.95726630000001, -8.599371100000003","39.38244300000046, -8.959614100000024"
"41.38498879999991, -8.537806499999995","41.58632220000023, -8.203014400000006"
"38.52319595000009, -8.95449784999996","38.74326820000019, -9.352033199999978"
"41.400827500000325, -8.202822899999937","41.41694000000008, -8.614865999999976"
"39.48136060000004, -9.001189200000049","39.897920700000206, -8.589515899999974"
"41.625463700000005, -8.651620300000003","41.85336639999995, -8.842884400000054"
"39.872860699999904, -8.686201599999986","39.40552530000004, -9.052489299999984"
"41.68122369999979, -8.423179699999997","41.41493349999999, -8.597858599999999"
"41.650410199999904, -6.372946600000026","41.43310340000007, -6.42321010000002"
"37.248676300000064, -7.596183499999991","37.0514698000002, -7.742561299999983"
"39.98772290000001, -8.658454299999967","39.47901910000005, -8.952928399999978"
"41.3233982, -8.581901299999988","40.93570230000053, -8.627535799999997"
"41.837017700000004, -8.853027599999995","41.61052530000018, -8.65281090000002"
"41.867169299999865, -8.86110739999999","41.63685909999996, -8.637552599999983"
"41.617237199999884, -7.317496499999991","41.77108379999992, -7.550486399999991"
"37.08078190000022, -7.722413100000024","37.225434000000085, -7.558115299999978"
"37.11566630000019, -8.529226499999966","37.342160500000055, -8.525032099999931"
"37.119717099999995, -8.557162600000028","37.33686299999988, -8.5017105"
"39.53887170000004, -8.931990000000004","40.00779399999991, -8.5843274"
"39.46385330000198, -8.895409300000019","39.99688980000005, -8.641347500000062"
"39.43298959999989, -8.983229099999992","39.893738699999936, -8.617475500000046"
"37.801011099999975, -8.770220500000011","38.08729819999992, -8.773013199999982"
"39.99658990000003, -8.646561899999996","39.480539699999994, -8.899206399999994"
"38.46102680000001, -9.011004099999946","38.82280840000008, -9.25970900000002"
"41.64555940000016, -8.637619200000005","41.85584539999995, -8.848099700000061"
"39.46068490000002, -8.891161099999987","39.97743649999982, -8.635817200000046"
"38.074749000000075, -8.780675400000028","37.80243780000006, -8.659703600000016"
"38.62980210000017, -9.152654000000059","39.06498550000024, -8.861779899999982"
"38.06958809999998, -8.78340170000002","37.8116785, -8.62808900000001"
"39.47652580000044, -8.971231299999976","39.98976510000007, -8.624538600000047"
"39.40886240000015, -9.00537499999998","39.96043250000016, -8.628534899999963"
"39.697198600000114, -8.878621600000038","39.925878800000085, -8.28608049999999"
"41.31617529999989, -8.584498599999975","40.932231900000495, -8.617321599999999"
"41.61974969999999, -8.61919840000002","41.82720350000023, -8.872860300000038"
"41.370723499999976, -8.61584309999994","41.525322700000025, -8.247454900000031"
"41.76689860000006, -7.608040300000009","41.6639701, -7.324323599999954"
