origin,destination
"23.258198699999994, 88.45037979999998","23.092975200000105, 88.51151720000009"
"18.384976300000016, 76.50460260000018","18.591039000000055, 76.59335909999996"
"10.908676800000016, 76.98672109999949","10.763625099999974, 76.84308260000026"
"28.856292699999997, 77.48225709999996","28.959514099999932, 77.68074150000017"
"25.826063400000002, 85.10208190000021","25.661070500000033, 85.26341949999993"
"27.940114200000014, 79.8773423999998","27.72355459999998, 79.95698079999974"
"12.995445699999934, 77.66869550000025","13.16383300000003, 77.58159969999981"
"26.265205399999875, 85.24968000000014","26.085328299999897, 85.39061709999972"
"28.144951699999908, 79.70929319999968","28.1805022, 79.64760660000006"
"21.212318499999963, 81.37399160000012","21.170785999999953, 81.30151300000017"
"16.6708675, 82.13363349999993","16.668373399999943, 82.04756989999996"
"12.887694599999982, 77.62450609999938","12.950543399999983, 77.64335270000035"
"25.731498199999987, 85.13049419999983","25.774386400000093, 85.02887219999974"
"25.579243800000008, 85.23286560000024","25.573682200000068, 85.14361620000012"
"12.147746699999985, 79.92543829999997","12.007803399999949, 79.85814920000058"
"28.665750999999958, 73.40354249999974","28.62837099999995, 73.49378859999979"
"26.36304139999998, 80.43265269999992","26.435151399999924, 80.33272860000025"
"30.299799299999943, 79.10324770000021","30.264091899999936, 79.21231700000008"
"19.08041979999988, 74.79822130000011","19.01571702500005, 74.79927552499981"
"10.292976000000019, 76.80459300000035","10.30669800000002, 76.74496300000024"
"16.442637100000002, 81.8284192","16.46449059999997, 81.89221430000006"
"25.582437600000006, 85.0731114999998","25.601954700000014, 85.16523699999999"
"28.90003849999988, 73.46073279999963","28.92048549999989, 73.51901689999966"
"23.78796900000003, 86.39660790000013","23.858832400000036, 86.4436011000001"
"16.56824600000008, 81.88305880000003","16.60877549999998, 81.94076109999969"
"20.535049200000152, 84.92583200000036","20.491173400000147, 85.02274860000033"
"25.60153940000013, 85.04029509999998","25.58893680000001, 85.14540050000001"
"16.35263259999996, 81.78026450000003","16.425961099999917, 81.84378780000026"
"19.848831100000016, 72.70194589999981","19.797878900000107, 72.73799169999958"
"23.23594819999998, 77.46668980000004","23.272611400000052, 77.39993199999934"
"22.915081900000065, 88.42628359999993","22.988900500000014, 88.45793840000029"
"29.2457118, 79.54502639999991","29.166934799999893, 79.53140509999984"
"30.663571500000007, 76.23494489999979","30.711167999999976, 76.24036159999999"
"23.468556999999993, 71.95484999999984","23.398968999999994, 71.90191399999983"
"26.067062800000038, 85.59197719999963","26.010532599999998, 85.54657159999996"
"20.728715500000014, 86.99656330000008","20.764429199999945, 86.94883759999972"
"12.026879700000011, 79.86615030000024","11.947773700000022, 79.8308480000001"
"23.989777000000046, 85.33332220000044","23.922620200000072, 85.37698509999986"
"9.866724500000034, 77.10540089999998","9.88316009999996, 77.04203529999955"
"12.933122300000111, 77.67694530000023","12.87068049999983, 77.65673819999964"
"11.066081700000009, 76.89556350000011","11.014999199999945, 76.9589570000003"
"12.902116899999928, 77.67446229999999","12.935796100000022, 77.610232"
"15.364458399999982, 73.8439690000002","15.390949199999934, 73.89903479999901"
"17.221715000000007, 78.49955809999994","17.268520799999955, 78.45087299999973"
"30.557742299999997, 77.29974200000021","30.611244700000046, 77.28422709999941"
"28.475807799999952, 77.29152310000013","28.394312200000037, 77.30275240000003"
"17.42662339999994, 78.45981190000013","17.40640790000001, 78.5426238999998"
"25.335025200000036, 83.01001309999967","25.27806329999994, 82.94976979999997"
"29.274556400000023, 79.01211620000036","29.214394899999903, 78.96963119999982"
"29.433727699999995, 79.49375780000004","29.51850999999997, 79.52053000000004"
"25.644725400000006, 88.12404689999987","25.57763960000001, 88.12939150000012"
"24.271762999999993, 83.5562416999999","24.270883299999994, 83.43656679999991"
"27.588950200000074, 75.16132370000005","27.639889399999973, 75.11046910000016"
"22.5876716, 88.07812799999988","22.580888, 88.15451140000002"
"17.37803420000008, 78.47390589999986","17.41401569999993, 78.3921446"
"31.90833330000003, 75.15154749999999","31.8254721000001, 75.2030026999999"
"20.45195330000013, 85.05854100000029","20.52032969999999, 85.11029200000037"
