origin,destination
"33.09202689999971, 130.0856835000009","33.21139929999999, 129.75440369999995"
"35.00513509999987, 135.7310919000002","34.646717400000654, 135.49075170000097"
"35.31740260000066, 139.5830901999991","35.64849589999998, 139.9139321999999"
"35.675648799999976, 140.09204419999955","35.45788179999991, 139.58379589999953"
"26.518905099999824, 127.98607059999958","26.425123599999992, 127.71489070000074"
"35.6803417999999, 139.31596799999963","35.680134, 139.87211230000023"
"34.70688929999997, 135.56493589999997","35.001376199999996, 135.91442359999994"
"34.98531990000122, 138.9728749000001","35.43604759999969, 138.8412949000003"
"31.518050000000446, 130.37286400000008","31.71927419999969, 130.62061319999958"
"35.652933900000626, 140.0420436000011","35.90267870000001, 139.61636430000019"
"35.76882980000005, 139.8284060000002","35.676862500000105, 139.25725260000016"
"40.829418099999984, 141.36831789999965","40.54374480000019, 141.43578050000005"
"43.38135110000001, 145.72109419999998","43.220768999999976, 145.52867900000055"
"35.665644199999925, 139.46422140000047","35.872229199999985, 139.91427779999952"
"34.99253260000043, 135.85508259999992","34.609052000000105, 135.63514860000026"
"35.74729880000023, 139.76667870000063","35.427963600000126, 139.4172424000005"
"35.789806800000285, 139.6219313999999","35.62028490000176, 140.17578420000117"
"35.74761530000169, 139.84809720000055","35.404901000000066, 139.3677635000006"
"31.7943650000013, 130.62063300000148","31.507240200000158, 130.53297390000026"
"35.52174809999993, 138.7571296999992","35.12082610000005, 138.92370589999962"
"32.831762999999924, 129.9555659999998","32.57899719999987, 129.74169939999965"
"43.27353340000008, 145.5311808000006","43.35427079999998, 145.77317590000067"
"35.70313120000001, 140.2712659000006","35.698909299999954, 139.68964899999986"
"35.45348889999984, 139.43251089999941","35.79506390000031, 139.75084600000054"
"35.55462529999985, 139.54013620000006","35.653637899999765, 140.12310909999982"
"35.001894599999794, 135.77649489999988","34.52881250000008, 135.57028459999998"
"43.55820139999935, 142.38072700000032","43.821702600000016, 142.42162530000056"
"42.41209599999983, 143.14473299999935","42.53713110000015, 143.47157390000004"
"33.21078850000002, 130.24636080000008","32.962957299999424, 130.44960509999987"
"35.6976002, 139.79390430000035","35.41996090000051, 139.29947740000063"
"26.508818699999573, 127.87104510000025","26.629677700000155, 128.10579089999948"
"26.135246600000016, 127.71343710000033","26.490515000000027, 127.84966199999971"
"35.585006700000015, 140.15833229999998","35.801909699999946, 139.6397741000004"
"35.7715581999999, 139.61955210000036","35.424588799999746, 139.9139067000002"
"32.62941789999877, 130.6836723999992","32.87617330000015, 130.92618050000024"
"35.86260630000039, 139.3657155000004","35.35729849999998, 139.2912987000003"
"40.72634529999998, 140.5886474999992","40.938807699999884, 140.88069059999998"
"35.480479399999886, 139.54123469999996","35.7473210999995, 139.94099740000016"
"35.71585660000001, 140.15649299999964","35.64148689999993, 139.61132809999998"
"35.51835510000034, 139.5355987000003","35.683979000000036, 140.0121939000003"
"35.72858980000003, 139.6711773000001","35.3533043000001, 139.41757839999983"
"35.81253749999978, 139.67240959999972","35.43654649999976, 139.4184856000006"
"35.85656940000007, 139.78375580000053","35.40309399999986, 139.69100750000007"
"35.6826658, 140.20871870000084","35.63934289999966, 139.63433680000045"
"35.65492360000021, 139.30044009999992","35.7045992000002, 139.81790269999956"
"33.136124899999984, 129.786298","32.81370670000009, 129.96608889999996"
"35.6868596999999, 139.61778030000076","35.667433699999755, 140.1718571000002"
"35.616825400000245, 139.09876250000076","35.76197259999986, 139.71125940000067"
"34.14416999999995, 132.12462000000036","34.409266999999915, 132.5175829999984"
"43.83273539999996, 142.41052070000038","43.61428599999857, 142.5004345500003"
"42.53180699999992, 143.43423199999978","42.406993999999955, 143.09083299999963"
"35.89060150000016, 139.89468799999955","35.46837559999988, 139.66835730000085"
"34.96506079999991, 135.92204690000096","34.68945719999998, 135.5515855999998"
"43.699033999998974, 142.16630899999942","43.86114000000048, 142.4170812000002"
"35.69043360000004, 139.8621751","35.38327009999991, 139.4916930000002"
"35.21473950000023, 137.67579249999932","35.20467299999995, 137.58455300000037"
"26.64411279999985, 127.86258869999924","26.66240500000045, 127.96759400000052"
"43.130723999998274, 142.19661500000018","43.15738699999998, 142.1456490000001"
"34.76036000000004, 135.43818300000035","34.708611200000036, 135.34419180000057"
"31.254529000000108, 130.22413700000016","31.320858399999988, 130.3368346000004"
"35.34809890000045, 139.50057439999935","35.41225739999998, 139.4166209999998"
"35.49791699999979, 139.68533079999992","35.56909529999987, 139.71956869999923"
"35.78354760000025, 139.2625557999986","35.7165585000011, 139.36818789999955"
"33.14273299999978, 129.80774470000026","33.066249100000164, 129.82839810000016"
"35.4514236, 139.39952649999992","35.372486500000136, 139.43463670000025"
"26.71896300000001, 128.26230199999998","26.758607300000175, 128.30271680000027"
"43.23868399999996, 141.90556700000005","43.1892589999985, 141.9234620000007"
"43.75119699999916, 142.6095280000005","43.789097999998646, 142.59672899999975"
"35.72626840000004, 139.46401619999995","35.69844779999996, 139.55273279999994"
"31.713794000000032, 130.48210100000014","31.61790920000006, 130.54389609999947"
"35.869478199999975, 139.3448997000002","35.877382599999756, 139.25226409999948"
"34.346819499999995, 134.15725570000035","34.36363040000002, 134.0644425999997"
"36.34472369999971, 137.86741110000006","36.416456200000006, 137.94232379999994"
"33.285170899999706, 130.26203390000086","33.22649269999983, 130.3486891999994"
"42.81967000000005, 141.26697799999954","42.80392319999999, 141.3399658000003"
"33.21550919999964, 129.92383430000064","33.179115000000074, 129.8529698999998"
"35.559947200000074, 139.43895540000037","35.46300630000007, 139.47085100000004"
"34.088309999999254, 134.0346019999995","34.049042999999244, 134.1424850000004"
"43.51512199999992, 141.55786100000003","43.55409099999961, 141.58113199999994"
"26.399027000000014, 127.82190500000004","26.41743840000074, 127.73499549999983"
"36.30539389999999, 137.88624519999993","36.40168670000003, 137.85120960000026"
"33.9653759999996, 134.5897610000002","33.851939200000054, 134.60525310000008"
"35.790269499999845, 139.94004250000086","35.86399740000008, 139.95183370000052"
"35.89642629999996, 139.25629470000007","35.798173300000165, 139.31098630000008"
"33.3569864, 130.44387919999957","33.284063900000035, 130.32730219999993"
"35.4806028, 139.66079179999852","35.38947800000008, 139.64476099999993"
"35.354459000000084, 139.43142900000004","35.3470165000013, 139.31471790000043"
"33.456834999999906, 134.2401821000002","33.3207289999998, 134.18671699999996"
"35.017526500001146, 139.03339299999993","35.04909279999995, 138.92224629999936"
"43.75535959999986, 142.42439549999978","43.762051800000194, 142.29788030000097"
"35.47349010000027, 140.1000335999993","35.42615790000007, 140.18732029999987"
"35.04609829999969, 139.0985750999995","34.95398599999993, 139.11853979999955"
"40.900299999999994, 140.87438200000014","40.80019140000043, 140.78250469999963"
"26.398971800000012, 127.84099420000005","26.306857499999985, 127.9230668000005"
"36.25857299999997, 138.419036","36.24948599999993, 138.2994519999996"
"35.56700980000005, 139.74233019999997","35.42325400000027, 139.67390590000088"
"33.12690999999982, 129.69568800000005","33.124723300000056, 129.78181589999977"
"40.642820100000144, 141.4446132999999","40.71124830000061, 141.36898669999837"
"36.8586599999997, 140.13588200000066","36.92059600000002, 140.05245200000007"
"42.28909599999991, 143.15233500000005","42.287403999999924, 143.21022900000008"
"35.3961522999988, 139.3910983000002","35.30826400000002, 139.51827030000013"
"34.388768599999885, 132.41400070000077","34.4443400000006, 132.46297000000018"
"31.54510600000023, 130.45315599999992","31.580437399999923, 130.54305769999982"
"35.79338899999988, 139.35705010000032","35.861838399999876, 139.22711790000028"
"37.62100799999997, 139.80827400000004","37.611646000000015, 139.90393400000013"
"31.752700999999952, 131.1926409999998","31.790166999999975, 131.23447400000026"
"26.34098700000003, 127.75838799999946","26.38210300000025, 127.8022599999993"
"37.54581219999996, 139.82012580000173","37.673398499999955, 139.86673779999984"
"33.56700999999958, 134.2885550000002","33.4492411999999, 134.2395907000002"
"34.717363399999755, 135.8009940000001","34.74519100000001, 135.66797000000022"
"33.37701899999999, 130.35394400000038","33.265217900000074, 130.3057454000001"
"36.51770389999978, 139.6090010999997","36.52406689999957, 139.72779519999966"
"35.550852700000014, 139.13600460000055","35.60082320000042, 139.21230270000044"
"36.34630000000005, 139.81867599999998","36.24185259999975, 139.73152070000043"
"31.654515799999988, 130.58976640000012","31.67445310000019, 130.5245928999995"
"44.018164999999456, 142.56930600000027","44.03141399999928, 142.518214"
"26.37920780000001, 127.75681420000058","26.2667599999999, 127.75705099999989"
"42.66796499999873, 142.56238900000028","42.658291999998795, 142.6168620000003"
"26.266354999997194, 127.77738800000006","26.327876400000605, 127.85701939999868"
"43.48627999999915, 143.56986500000002","43.50846799999923, 143.52449200000032"
"37.34134400000004, 139.7469189","37.448176500000436, 139.87644759999978"
"34.82094599999983, 134.0886539999989","34.8945437999999, 134.09509220000032"
"35.629261299999975, 139.68177680000082","35.5578489, 139.64787500000017"
"35.59634870000028, 134.48054100000095","35.5514403999994, 134.39149439999986"
"34.92609009999999, 135.77570909999983","35.00249509999996, 135.76012410000047"
"42.74289899999989, 140.9071269999997","42.79222720000004, 140.76219760000072"
"43.422172000001176, 143.7368860000002","43.41709500000128, 143.79046100000028"
"31.73391800000003, 130.41605599999932","31.65723400000011, 130.47924399999997"
"35.28521199999979, 135.25590999999986","35.21829459999961, 135.34314329999967"
"43.423455999999796, 144.371957","43.431687999999475, 144.4349299999998"
"33.28225099999989, 130.39595599999936","33.246331999999924, 130.30434740000118"
"37.73065600000002, 139.851967","37.638043099999905, 139.8364627000005"
"26.473572400000094, 127.94583689999914","26.513908800001175, 128.0072152000004"
"43.260306999999784, 143.00977800000007","43.20236099999979, 143.0487549999999"
"37.43674900000002, 139.8022339999999","37.34436309999964, 139.76648679999994"
"35.52410890000074, 139.22380549999963","35.423592600000305, 139.30218370000003"
"36.78294259999992, 140.12329050000073","36.71324300000042, 140.22600399999894"
"37.39781779999995, 139.79604880000005","37.3132049999997, 139.7772210000006"
"35.48733969999986, 134.9527393999998","35.46275099999966, 134.8337279999999"
"33.136330799999755, 130.12244789999954","33.079419300000055, 130.11949079999988"
"32.20385700000045, 130.4780000000001","32.20165000000066, 130.5399980000002"
"42.42269799999876, 142.668510999999","42.45476799999848, 142.6266219999996"
"35.07799769999996, 137.7256844000004","35.12461450000024, 137.64017640000046"
"35.38238440000059, 139.52857119999925","35.409889900000195, 139.4397939000009"
"34.974025999998915, 137.62334199999884","35.02549899999748, 137.72159299999996"
