origin,destination
"54.9260654, 24.079245299999958","54.5096897000005, 23.3289837999999"
"54.98130289999985, 24.184005900000063","54.58186580000002, 23.333025000000028"
"55.67569940000036, 21.65788709999993","55.35586620000006, 21.473665400000055"
"54.87581029999987, 23.87085060000004","54.41674249999991, 23.158743000000026"
"54.382290500000025, 25.359374599999867","54.769884399999974, 25.415876399999984"
"55.49503330000012, 25.60509300000004","55.827551799999924, 25.942403700000057"
"56.074091399999894, 21.26278979999983","55.788986799999925, 21.225565400000036"
"55.81205170000004, 25.933109000000062","55.49086329999989, 25.52683250000006"
"55.97619209999992, 21.301865700000036","55.6761068, 21.44542920000001"
"54.85425680000036, 23.88359390000007","54.45617340000022, 23.129144200000066"
"54.96818539999998, 23.900102199999967","54.45953240000024, 23.378343699999817"
"54.999290600000094, 23.928334100000015","54.50562140000052, 23.29987149999999"
"55.78709750000019, 24.372469699999964","55.69272269999998, 24.436817300000012"
"54.55138310000008, 23.35440029999999","54.63139570000001, 23.41423830000015"
"54.76153220000004, 25.290322200000002","54.7535107, 25.116260000000022"
"54.80941239999997, 25.158355499999967","54.81419980000009, 25.318717000000028"
"54.94873129999999, 23.89311029999996","54.989812200000095, 23.73606980000011"
"54.75299280000012, 23.961364500000034","54.88718590000002, 23.941029100000005"
"55.689167300000136, 21.144120900000026","55.76025709999989, 21.125862699999946"
"55.71629419999988, 21.419912000000018","55.656623900000106, 21.288174599999977"
"55.81694799999963, 23.364057099999986","55.93245819999994, 23.31157810000007"
"54.8090993000001, 25.410859300000073","54.69670570000005, 25.447552000000012"
"54.81241620000008, 23.98858250000004","54.916648699999875, 23.961416200000027"
"54.54118339999978, 23.3712184","54.62407589999995, 23.394802800000036"
"54.675209800000125, 25.46401560000003","54.73061019999982, 25.345530199999878"
"54.76763459999996, 23.955149300000013","54.89519729999997, 23.960305399999942"
"54.833126000000306, 25.35550469999992","54.776376499999785, 25.225587799999953"
"54.814118999999884, 23.9747494000001","54.91561390000006, 23.99744810000007"
"55.66879599999983, 21.161870500000127","55.721868799999775, 21.10942090000005"
"54.72352970000032, 25.27326330000014","54.620471100000096, 25.263665900000007"
"54.858383800000055, 23.780886900000034","54.894761199999934, 23.94321639999999"
"54.63736620000025, 25.252388900000103","54.709490599999846, 25.378083399999905"
"55.692361300000755, 24.36472470000004","55.785966200000146, 24.354642300000013"
"53.995961500000085, 23.9983118","54.06291010000015, 23.985696800000056"
"55.66804950000018, 21.147985200000104","55.68333529999986, 21.266070699999965"
"54.770519599999965, 25.45212090000005","54.67785389999998, 25.411492299999992"
"54.741535599999985, 25.347544400000007","54.659665099999984, 25.3373086"
"54.73591230000018, 25.451089799999938","54.68198479999989, 25.28644290000001"
"56.062662799999934, 22.627620600000032","56.043729499999905, 22.797052399999956"
"54.60735789999999, 25.314742299999974","54.72824149999997, 25.4154287"
"54.80509719999996, 23.995094100000028","54.906161600000196, 23.96158770000002"
"54.898007899999804, 23.871241400000063","54.983594300000114, 23.735625900000112"
"55.869905000000166, 23.356912499999847","55.943010699999974, 23.29367369999997"
"54.7356561000002, 25.221765799999975","54.70462879999989, 25.360899799999988"
"54.91863749999996, 23.90796459999997","54.95128080000018, 23.75102140000006"
"55.328483299999775, 21.465763899999995","55.389233800000056, 21.42743290000003"
"54.82574840000011, 23.95136480000002","54.94105890000003, 24.11975780000006"
"54.715635, 25.50544740000003","54.64738130000071, 25.406603600000015"
"55.626857399999935, 21.22054470000001","55.69489220000004, 21.307743100000053"
"54.7285672000001, 25.379255200000067","54.65674380000049, 25.44294389999993"
"54.7073731, 25.16462710000002","54.69168070000003, 25.32319329999997"
"54.785611599999925, 25.227208299999983","54.75559980000012, 25.048216400000033"
"55.95368670000025, 23.274421700000048","55.93214680000013, 23.424796200000028"
"55.68526060000096, 24.273864999999866","55.74356189999999, 24.40513389999997"
"55.73894590000001, 21.10208989999996","55.71972960000003, 21.234829899999983"
"54.80566679999987, 25.19646089999989","54.73429280000005, 25.292384199999923"
"55.27573359999997, 22.16239260000002","55.278942099999966, 22.28772649999991"
"55.82950670000002, 23.32379159999998","55.93359950000007, 23.254658899999985"
"54.62890489999995, 25.35041819999997","54.72114509999991, 25.34380099999996"
"55.213604800000056, 22.30036969999993","55.284218900000084, 22.27211629999983"
"55.94438769999997, 23.275979899999996","55.82154789999998, 23.359857499999983"
"54.642427800000455, 22.920956300000086","54.70170889999995, 23.044524599999963"
"55.84624209999985, 23.340442900000056","55.944748600000096, 23.386222000000036"
"54.65369769999991, 24.99592579999997","54.64643879999934, 25.141982600000095"
"54.70589890000017, 25.465075999999968","54.752213900000214, 25.347081699999976"
"55.33983279999998, 21.500849899999903","55.389233800000056, 21.42743290000003"
"55.7718331000001, 21.181928700000068","55.741885500000116, 21.27619379999996"
